음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
터키 구운 콩,"7.8 온스 통조림 Borlotti 콩 (2/3 헹굼 및 배수)
3.6 온스 빨간색 피망 (깍둑 썰기)
2.2 온스 갈색 양파 (깍둑 썰기)
3.6 온스 당근 (잘린)
마늘 정향 1 개 (다진)
1.1 온스 토마토 페이스트
8.9 온스 통조림 다진 토마토
0.3 fl.oz (1.5 tsp)
2 티스푼 달콤한 파프리카
0.25 티스푼 말린 민트
히말라야 소금 및 후추를 꼬집어","지침
중간 열에 큰 팬에 올리브 오일을 가열하고 양파, 피망, 당근 및 마늘을 몇 분 동안 또는 부드럽게 할 때까지 볶습니다.
Borlotti 콩, 통조림 토마토, 토마토 페이스트, 달콤한 Paprika, 말린 민트, 후추 및 소금을 추가하고 15 분 동안 낮은 열에서 중간 열을 첨가하십시오.
구운 콩을 그릇에 붓고 서빙하십시오
즐기다","서빙 크기 803g
칼로리 455 Cal
단백질 23.07g
지방, 총 9.80g
- 포화 된 1.10g
탄수화물 59.51g
- 설탕 27.72g
식이 섬유 23.66g
나트륨 816.16mg",https://cdn.f45training.com/strapi/uploads/2019/05/14104120/turkish-baked-beans.jpg
중국 캐슈 볶음,"100g Bok Choy, 다진
200g 중국 양배추, 다진
80g 갈색 양파, 다진
300g 브로콜리, 다진
30ml 타마리 소스 (또는 간장)
15ml 참깨 오일
20g의 원시, 무염 캐슈
1 tsp.강판 생강
마늘 정향 1 개, 분쇄","지침
중간 열에 큰 냄비에 참기름을 가열하고 몇 분 동안 마늘로 양파를 볶습니다.
Bok Choy, 중국 양배추, 브로콜리, 생강 및 타마리 소스를 섞어 7-9 분 동안 계속 요리하십시오.
캐슈에 섞으십시오
볶음을 그릇에 옮기고 서빙하십시오","서빙 크기 748g
칼로리 407 Cal
단백질 24.6g
지방, 총 24.8g
- 포화 된 3.8g
탄수화물 11.6g
- 설탕 9.0g
나트륨 1200mg",https://cdn.f45training.com/strapi/uploads/2019/05/10160939/chinese-cashew-stirfry.jpg
"고구마, 당근 및 가지 튀김 두부를 곁들인 칩","11 온스 회사 두부
0.4 fl.oz 엑스트라 버진 올리브 오일
1 큰술 이탈리아 허브 (말린 혼합)
마늘 정향 1 개 (으깬)
11 온스 고구마 (칩으로 썰기)
11 온스 당근 (칩으로 썰기)
11 온스 가지 (칩으로 썰기)
1 히말라야 소금과 후추를 꼬집어
1 큰술 로즈마리 (말린)","지침
오븐을 356도까지 예열하고 베이킹 트레이를 베이킹 용지로 줄이십시오.
고구마, 당근 및 가지를 트레이에 넣고 상단 위에 올리브 오일을 뿌립니다.
히말라야 소금, 후추, 로즈마리와 함께
오븐에서 칩을 20-25 분 동안 또는 황금빛 갈색까지 굽습니다.
칩이 요리되는 동안, 중간 온도에서 짜는 튀김 팬에 올리브 오일을 가열하고 마늘과 이탈리아 허브로 두부를 요리하고 각면에서 4 분 동안 또는 황금빛 갈색까지 요리 할 때까지 요리합니다.
두 접시 사이에 칩과 팬 요리 된 두부를 나눕니다.
내일 저녁 식사를 위해 남은 식사를 한 번 서빙하고 냉장 보관하십시오.","서빙 크기 610g
칼로리 457 Cal
단백질 23.6g
지방, 총 20.8g
- 포화 2.9g
탄수화물 32.4g
- 설탕 19.5g
나트륨 143mg",https://cdn.f45training.com/strapi/uploads/2019/05/10145542/sweet-potato-eggplant-carrot-chips.jpg
멕시코 퀴 노아와 검은 콩 보울,"2.2 온스 퀴 노아 (요리되지 않은)
6.3 fl.oz 물 (퀴 노아 용)
2.5 온스 통조림 옥수수 커널 (배수 및 헹굼)
5.3 온스 통조림 검은 콩 (1/3 캔, 헹굼 및 배수)
1.5 온스 파기 (다진)
0.8 온스 실란트로 (신선하고 다진)
3.6 온스 토마토 (깍둑 썰기)
2.9 온스 아보카도 (다진)
0.5fl.오즈 라임 주스, 갓 짜낸
1.1 fl.oz 엑스트라 버진 올리브 오일 (6 tsp)
0.25 티스푼 칠리 플레이크
1 티스푼 훈제 파프리카
1 티스푼 말린 고수풀
0.25 티스푼 말린 오레가노","지침
작은 냄비에 물을 끓여 퀴 노아, 칠리 플레이크, 파프리카, 지상 고수풀 및 오레가노를 넣으십시오.요리하고 물이 흡수 될 때까지 15 분 동안 덮고 요리하십시오.
요리 된 퀴 노아, 검은 콩, 옥수수 커널, 파, 실란트로, 토마토 및 아보카도를 두 그릇 사이에 나눕니다.라임 주스를 짜내고 마무리하십시오
멕시코 퀴 노아와 검은 콩 보울을 서빙하고 내일의 남은 음식을 위해 두 번째 서브를 냉장 보관하십시오.
즐기다","서빙 크기 278g
칼로리 454 Cal
단백질 14.1g
지방, 총 24.9g
- 포화 4.5g
탄수화물 39.0g
- 설탕 4.0g
나트륨 113mg",https://cdn.f45training.com/strapi/uploads/2019/05/10141918/mexican-quinoa-bowl.jpg
현미와 고구마 패티 샐러드,"1.5 온스 현미 (요리되지 않은)
3.4 fl.oz 물 (쌀 용)
11 온스 고구마 (다진)
7.1 온스 당근 (grated)
2.2 온스 갈색 양파 (깍둑 썰기)
3.6 온스 버섯 (깍둑 썰기)
1.1 온스 빵 부스러기
마늘 정향 1 개 (으깬)
0.7 fl.oz 엑스트라 버진 올리브 오일 (4 tsp.)
1 티스푼 말린 이탈리아 허브
1 티스푼 심황 가루
1 티스푼 칠리 플레이크
1 히말라야 소금과 후추를 꼬집어
1 티스푼 커민
7.1 온스 오이 (다진 (샐러드))
3.6 온스 체리 토마토 (다진 (샐러드))
3.6 온스 베이비 시금치 잎 (샐러드)
0.4 fl.oz 엑스트라 버진 올리브 오일 (2 tsp. (샐러드))
0.67fl oz.레몬 주스, 갓 짜낸 샐러드","지침
오븐을 355 ° F로 예열하고 베이킹 트레이를 베이킹 용지로 정렬합니다.
중간 냄비에 물을 끓입니다.쌀을 첨가 한 다음 열을 낮은 끓인다.약 18-20 분 동안 또는 쌀이 부드러워 질 때까지 밥을 요리하십시오.열에서 냄비를 제거하고 약 5 분 동안 밥을 덮게하십시오.
한편, 약 15 분 동안 물 냄비에 고구마를 끓이거나 부드러워 질 때까지
고구마를 큰 그릇에 옮기고 으깨십시오.
중간 열에 프라이팬에 1 tsp 올리브 오일을 가열하고 양파, 버섯 및 당근을 3-5 분 동안 볶습니다.
고구마로 그릇에 옮깁니다
현미, 빵 부스러기, 남은 올리브 오일, 이탈리아 허브, 커민, 심황 가루, 칠리 조각 및 히말라야 소금과 후추를 섞어 잘 섞습니다.
혼합물로 8 패티를 형성하고 트레이에 첨가하십시오.오븐에서 패티를 15-20 분 동안 또는 황금빛 갈색까지 굽습니다.일단 요리 한 후에
그릇에 모든 샐러드 성분을 추가하고 잘 섞습니다.
샐러드를 2 인분으로 나눕니다.4 개의 현미와 고구마 패티를 곁들인 접시에 샐러드를 1 인분하고 내일 남은 음식을 위해 남은 패티와 샐러드를 냉장 보관하십시오.
즐기다","서빙 크기 661g
칼로리 459 Cal
단백질 11.8g
지방, 총 16.2g
- 포화 2.4g
탄수화물 58.3g
- 설탕 20.3g
나트륨 344mg",https://cdn.f45training.com/strapi/uploads/thumbnail_shutterstock_420392122_9c02d6f17a.jpeg
아몬드 버터로 얇게 썬 사과,"3.6 온스 녹색 사과 (슬라이스)
1.1 온스 아몬드 버터","지침
각 슬라이스에 아몬드 버터의 번짐으로 사과 조각을 제공하십시오.","서빙 크기 130g
칼로리 240 Cal
단백질 6.23g
지방, 총 16.78g
- 포화 된 1.11g
탄수화물 13.81g
- 설탕 13.55g
식이 섬유 5.39g
나트륨 2.58mg",https://cdn.f45training.com/strapi/uploads/sliced_apple_with_almond_butter_e5cc48c2c8.jpeg
아몬드 버터 바나나 머핀,"7.1 온스 바나나 (매시)
1.1 온스 아몬드 버터
1.5 온스 아몬드 가루
1.5 온스 메밀 가루
0.8 온스 건조 코코넛
0.8 온스 아몬드 플레이크
4.3 fl.oz 무가당 아몬드 우유
1 티스푼 베이킹 파우더
1.1 fl.oz 쌀 맥아 시럽
0.6 fl.oz 코코넛 오일
1 티스푼 계피","지침
화씨 356도까지 오븐을 예열하고 머핀 케이스와 함께 머핀 트레이를 준비하십시오.
아몬드 식사, 메밀 가루, 건조 코코넛, 아몬드 플레이크, 베이킹 파우더 및 계피를 그릇에 넣으십시오.
으깬 바나나, 쌀 맥아 시럽 아몬드 버터 및 아몬드 우유를 섞습니다.
머핀 혼합물을 각 5 개의 머핀 케이스에 붓습니다
아몬드 버터 바나나 머핀을 20 분 동안 또는 황금빛 갈색까지 굽습니다.
일단 요리 한 후에는 1 개의 머핀을 제공하기 전에 5 분 동안 식히기 위해 따로 떼어 놓았습니다.
오늘의 간식에 머핀 1 개를 제공하고 일주일 동안 소비 할 남은 4 개의 머핀을 냉장 보관하십시오.","서빙 크기 106g
칼로리 257 Cal
단백질 5.6g
지방, 총 16.6g
- 포화 5.4g
탄수화물 20.8g
- 설탕 10.7g
나트륨 45mg",https://cdn.f45training.com/strapi/uploads/2019/05/10111953/banana-almond-butter-muffins.jpg
3 곡물 라즈베리 죽,"30g 드라이 롤 귀리
20g 드라이 퀴 노아 플레이크
20g Buckinis (활성화 된 메밀)
350ml 물
30g 라즈베리
15g 다진 생 생식, 무염 아몬드
15g 건조 코코넛
1/3 tsp.스테비아 과립
1 tsp.시나몬","지침
중간 온도에서 냄비에 물을 끓입니다.
퀴 노아 플레이크와 귀리를 넣고 3-4 분 동안 요리하십시오.필요한 경우 더 많은 물을 추가하십시오
Buckinis, Raspberries, Stevia 및 Cinnamon에 몇 분 동안 남은 믹스
일단 사라지를 그릇에 넣는 것을 요리하면
아몬드와 코코넛을 상단 위에 뿌립니다
제공하다","서빙 크기 125g
칼로리 447 Cal
단백질 11.7g
지방, 총 22.0 g
- 포화 9.1g
탄수화물 46.8g
- 설탕 4.6g
나트륨 8mg",https://cdn.f45training.com/strapi/uploads/2019/05/10102700/3 grain-raspberry-porridge.jpg
"콜리 쌀, 신장 콩 및 마늘 타히니","0.1 fl.oz 엑스트라 버진 올리브 오일 (0.5 tsp.)
3.6 온스 통조림 신장 콩 (배수 및 헹굼)
3.6 온스 가지 (깍둑 썰기)
0.6 온스 무염 아몬드 (대략 다진)
1 티스푼 말린 고수풀
1 티스푼 커민
3.6 온스 콜리 플라워 (미세한 강판)
0.6 온스 파슬리 (미세한 다진)
1.1 온스 베이비 시금치 잎
1 히말라야 소금과 후추를 꼬집어
0.7 온스 타 히니 (마늘 타히니 소스)
1.1 온스 무가당 코코넛 요구르트 (마늘 타히니 소스)
0.5fl.오즈 라임 주스, 갓 짜낸
마늘 정향 1 개 (다진 (마늘 타히니 소스))
히말라야 소금 및 후추 1 개 (마늘 타히니 소스)","지침
작은 그릇에 모든 재료를 결합하여 마늘 타히니 소스를 준비하십시오.따로.
중간 정도에서 높은 열에 중간 프라이팬 팬에 오일을 넣으십시오.신장 콩과 가지를 섞어 2 분 동안 요리하여 자주 저어줍니다.아몬드와 향신료를 넣고 1 분 더 요리하십시오.
콜리 플라워, 파슬리 및 시금치 잎을 넣고 1 분 동안 또는 콜리 플라워가 익을 때까지 저어줍니다.소금과 후추로 간을 맞춘다.
그릇에 혼합물을 넣고 마늘 타히니 소스를 곁들입니다.제공하다.","서빙 크기 439g
칼로리 457 Cal
단백질 18.4g
지방, 총 27.3g
- 포화 7.4g
탄수화물 24.4g
- 설탕 10.0g
나트륨 635mg",https://cdn.f45training.com/strapi/uploads/2019/05/09162722/cauli-rice-kidney-beans-and-garlic-tahini.jpg
Choccy 단백질 스무디 그릇,"30G F45 연료 초콜릿 단백질
10g 카카오 분말
110g 냉동 바나나
125ml 무가당 아몬드 우유
얼음 1 컵
15g 건조 코코넛
40g 신선한 라즈베리
10G 카카오 펜촉","지침
단백질 파우더, 카카오 가루, 냉동 바나나, 아몬드 우유 및 얼음을 믹서기에 넣고 매끄럽게 될 때까지 혼합하십시오.
스무디를 그릇에 붓습니다
토핑을 상단에 추가하십시오
제공하다","서빙 크기 340g
칼로리 457 Cal
단백질 16.8g
지방, 총 19.5g
- 포화 10.2g
탄수화물 51.3g
- 설탕 19.6g
나트륨 220mg",https://cdn.f45training.com/strapi/uploads/2019/05/29153912/hemp-shoccy-smoothie-bowl.jpg
모로코 렌즈 콩과 감자 스튜,"0.6 fl.oz (3 tsp)
3.2 온스 갈색 양파 (깍둑 썰기)
마늘 정향 2 개 (다진)
8.9 온스 흰 감자 (깍둑 썰기)
17 fl.oz 감소 된 소금 액체 야채 스톡
17 fl.oz 물
5.3 온스 호박 (깍둑 썰기)
3.6 온스 당근 (잘린)
8.9 온스 토마토 (깍둑 썰기)
8.9 온스 통조림 브라운 렌즈 콩 (헹굼)
1 티스푼 심황
1 티스푼 커민
1 티스푼 지상 고수풀
2.2 온스 실버 비트 (Silverbeet, 줄기 및 잎은 잘게 썬다)
1.1 온스 플랫 잎 파슬리 (대략 다진)
1 히말라야 소금을 꼬집어
1.5 온스 무가당 코코넛 요구르트
고추 1 개","지침
큰 냄비를 중간 정도 높은 열로 가열하십시오.
올리브 오일, 양파, 스위스 차드 줄기 및 마늘을 넣으십시오.1 분 동안 소테.
감자, 채소 스톡 및 물을 넣고 끓입니다.낮은 끓인 상태로 줄이고 약 8 분 동안 요리하십시오.
호박, 당근, 토마토, 렌즈 콩 및 향신료를 넣고 끓입니다.낮은 끓인 사람으로 줄이고 5 분 동안 요리하고 덮습니다.더 얇은 일관성을 선호하는 경우 약간의 물을 추가해야 할 수도 있습니다.
스위스 샤드 잎과 파슬리를 추가하고 (장식용으로 예약) 2-3 분 동안 또는 스위스 차드가 시들어 질 때까지 요리하십시오.히말라야 소금과 후추로 계절.
오늘 저녁 식사를 위해 그릇과 내일의 남은 음식을위한 컨테이너를 나누십시오.요거트와 파슬리의 절반이있는 오늘 밤의 저녁 식사 그릇.내일 부분을 냉장 보관하십시오.","서빙 크기 1128g
칼로리 455 Cal
단백질 19.7g
지방, 총 13.4g
- 포화 5.6g
탄수화물 54.8g
- 설탕 14.3g
나트륨 856mg",https://cdn.f45training.com/strapi/uploads/2019/05/09160751/moroccan-lentil-stew.jpg
지중해 파스타 샐러드,"60g 통 곡물 펜네 파스타, 요리되지 않은
2 tsp.(10ml) 엑스트라 버진 올리브 오일
마늘 정향 1 개, 다진
8G 핀 너트
80g 체리 토마토, 슬라이스
40g 칼라마타 올리브, 대략 다진
100g 호박, 잘게 썬다
10g 바질 잎, 대략 다진
10G 생명되지 않은 호두, 잘게 썬다
히말라야 소금 및 후추","지침
냄비에 물을 끓여 파스타를 넣으십시오.Al Dente까지 요리하십시오.배수하고 따로 보관하십시오.
파스타가 요리하는 동안 프라이팬에서 중간 정도에서 높은 열에 올리브 오일을 가열하십시오.마늘과 소나무 너트를 넣고 1 분간 볶습니다.
토마토, 올리브, 호박을 넣고 2-3 분 동안 요리하여 자주 저어줍니다.조리 된 파스타를 넣고 가열 될 때까지 결합하십시오.바질 잎을 저어주세요.
잘게 잘린 호두가있는 그릇에 넣고 봉사하십시오.","서빙 크기 317g
칼로리 533 Cal
단백질 9.5g
지방, 총 31.4g
- 포화 된 3.5g
탄수화물 51.1g
- 설탕 5.1g
나트륨 630mg",https://cdn.f45training.com/strapi/uploads/2019/05/09122933/mediterranean-pasta-salad.jpg
Tempeh Caesar Broccolini 샐러드,"17 온스 브로콜리니 (거친 줄기 제거)
1 티스푼 훈제 파프리카
마늘 가루 1 티스푼
1 티스푼 말린 백리향
1 히말라야 소금을 꼬집어
0.6 fl.oz 엑스트라 버진 올리브 오일 (3 tsp.)
12 온스 Tempeh (스트립으로 잘라)
1.4 fl.oz 물
0.4 온스 아몬드
1.8 온스 무가당 코코넛 요구르트 (시저 드레싱)
마늘 정향 1 개 (다진 (시저 드레싱))
1 티스푼 디종 겨자 (시저 드레싱)
0.4 fl.oz 사과 사이다 식초 (2 tsp. (시저 드레싱))
히말라야 소금과 후추 1 개 (시저 드레싱)","지침
작은 그릇에 시저 드레싱의 재료를 결합하여 따로 보관하십시오.
냄비에 물을 끓여서 브로콜리니를 넣으십시오.4-5 분 동안 또는 부드러워 질 때까지 요리하십시오.배수하고 따로 보관하십시오.
작은 그릇에 파프리카, 마늘 가루, 백리향 및 히말라야 소금을 섞습니다.
중간 정도의 높은 열에 중간 정도의 프라이팬 팬을 데우고 올리브 오일을 첨가하십시오.혼합 향신료로 Tempeh와 계절을 추가하십시오.4-5 분 동안 요리하여 모든면이 갈색이되고 Tempeh가 요리했습니다.2 분 후, 물에 저어줍니다.열에서 제거하십시오.
다음으로 샐러드를 두 부분으로 조립하십시오.브로콜리니의 절반을 그릇에 넣고 요리 된 템페의 절반으로 윗면을 넣습니다.시저 드레싱의 절반과 은색 아몬드의 절반이있는 하나의 그릇에 상단 그릇.
오늘 밤 저녁 식사를 위해 옷을 입은 그릇을 제공하고 나머지 그릇, 시저 드레싱 및 내일 남은 음식을 위해 슬리버 아몬드를 냉장 보관하십시오.","서빙 크기 482g
칼로리 459 Cal
단백질 36.3g
지방, 총 26.4g
- 포화 8.2g
탄수화물 11.0g
- 설탕 7.9g
나트륨 831mg",https://cdn.f45training.com/strapi/uploads/2019/05/09120316/tempeh-caesar-broccolini-salad.jpg
심황 및 참깨 두부 물린,"8.9 온스 회사 두부 (작은 큐브로 자르기)
0.3 fl.oz
1 티스푼 심황
0.3 온스 참깨 씨앗
0.6 온스 타 히니
히말라야 소금을 꼬집어
핀치 고추
10ml 레몬 주스, 갓 짜낸","지침
오븐을 섭씨 200도까지 예열하고 베이킹 트레이를 베이킹 페이퍼로 정렬하십시오.
두부, 레몬 주스, 올리브 오일, 심황 및 참깨를 그릇에 넣고 잘 결합 될 때까지 던지십시오.줄 지어있는 트레이에 놓고 소금과 후추로 간을합니다.오븐에 넣고 15 분 동안 굽고 반쯤 돌립니다.
오븐에서 제거하고 두 부분으로 나눕니다.타 히니와 함께 이슬비.
한 부분을 간식으로 제공하고 내일의 남은 음식을 위해 나머지 부분을 냉장 보관하십시오.","서빙 크기 146g
칼로리 253 Cal
단백질 17.2g
지방, 총 19.1g
- 포화 2.5g
탄수화물 0.6g
- 설탕 0.1g
나트륨 133.5mg",https://cdn.f45training.com/strapi/uploads/2019/05/08161141/turmeric-and-sesame-tofu-bites.jpg
병아리 크림 쌀 케이크,"6, 현미 케이크
1.3 온스 캐슈 (캐슈 크림 치즈)
3.6 온스 통조림 병아리 콩 (425g = 225g 병아리 콩, 배수) (헹굼 및 배수 (캐슈 크림 치즈)
0.4 온스 영양 효모 플레이크 (캐슈 크림 치즈)
0.5 레몬 (Juiced (캐슈 크림 치즈)
2 큰술 여과수 (병아리 크림 치즈)
핀치 후추와 히말라야 소금 (캐슈 크림 치즈)","지침
병아리 콩 크림 치즈의 재료를 믹서기에 첨가하고 매끄럽게 될 때까지 혼합하십시오.
병아리 콩의 절반을 컨테이너에 넣고 내일의 남은 음식을 냉장 보관하십시오.내일의 남은 음식을 위해 컨테이너에 3 개의 현미 케이크를 추가하십시오.
남은 병아리 콩 크림 치즈를 3 개의 현미 케이크 위에 펴고 오늘의 간식에 봉사하십시오.","서빙 크기 126g
칼로리 242 Cal
단백질 10.00g
지방, 총 10.26g
- 포화 된 1.73g
탄수화물 24.26g
- 설탕 1.83g
나트륨 238.17mg",https://cdn.f45training.com/strapi/uploads/2019/05/08155551/chickpea-cream-rice-cakes.jpg
끈적 끈적한 날짜 단백질 쿠키,"0.7 fl.oz 코코넛 오일
1.5 온스 땅콩 버터
5 온스 바나나 (매시)
2.2 온스 MedJool 날짜 (끓는 물에 담근, 배수)
2.2 온스 롤 귀리 (요리되지 않은)
0.9 온스 아몬드 가루
1.1 온스 PI 영양 바닐라 유청 분리 (또는 식물 기반 대안)
1/2 tsp.베이킹 파우더
1.1 fl.oz 물","지침
오븐을 160 ° C로 예열하고 베이킹 트레이에 베이킹 페이퍼로 줄을 긋습니다.
그릇에 코코넛 오일, 땅콩 버터, 바나나 및 담근 날짜를 결합하십시오.잘 결합 될 때까지 섞으십시오.
귀리, 아몬드 식사, 단백질 가루, 베이킹 파우더 및 물을 넣고 끈적 끈적한 반죽을 만들 때까지 섞습니다.
혼합물을 5 개의 짝수 공으로 굴려서 가볍게 눌러 쿠키 모양을 만듭니다.줄 지인 트레이에 놓으십시오.
오븐에 넣고 20-25 분 동안 또는 황금빛까지 굽고 요리 할 때까지 굽습니다.지난 5 분 동안 쿠키를 뒤집어 양쪽을 요리 할 수 ​​있도록하십시오.오븐에서 제거하고 식히십시오.
쿠키 하나를 간식으로 제공하고 일주일 내내 사용할 남은 쿠키를 냉장 보관하십시오.","서빙 크기 75g
칼로리 242 Cal
단백질 7.9g
지방, 총 11.7g
- 포화 4.3g
탄수화물 25.8g
- 설탕 15.2g
나트륨 32.7mg",https://cdn.f45training.com/strapi/uploads/2019/05/21052035/untitled-design.png
"바닐라, 블루 베리 및 코코넛 죽","4.8 온스 롤 귀리
15 fl.oz 물
6.4 온스 냉동 블루 베리
1.6 온스 건조 코코넛
1.6 온스 PI 영양 바닐라 유청 분리 (또는 식물 기반 대안)
5.1 fl.oz 무가당 아몬드 우유
7.5 온스 바나나 (슬라이스)
1 티스푼 계피","지침
굴러진 귀리, 단백질 가루, 물, 블루 베리 및 코코넛을 냄비에 넣으십시오.끓인 다음 열을 저조도로 줄이고 약 4 분 동안 또는 물이 흡수 될 때까지 때때로 저어줍니다.
열에서 제거하고 세 그릇으로 나눕니다.아몬드 우유 1/3, 바나나 및 계피의 1/3을 가진 1 위
다음 날 아침 식사를 위해 남은 죽, 우유, 바나나 및 계피를 예약하십시오.
봉사하고 즐기십시오","서빙 크기 558g
칼로리 442 Cal
단백질 19.77g
지방, 총 15.51g
- 포화 9.61g
탄수화물 49.71g
- 설탕 17.27g
식이 섬유 11.72g
나트륨 63.43mg",https://cdn.f45training.com/strapi/uploads/vanilla%2c_blueberry_and_coconut_porridge_3931099d8a.jpeg
노란 두부와 야채 카레,"11 온스 회사 두부 (다진)
7.1 온스 당근 (다진)
3.6 온스 갈색 양파 (다진)
7.1 온스 브로콜리 (플로렛으로 다진)
7.1 온스 녹두 (다진, 끝이 다듬기)
10 fl.oz 통조림 조명 코코넛 밀크
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp.)
6.8 fl.oz 물
마늘 정향 1 개 (으깬)
0.2 온스 생강 뿌리 (강판)
1 티스푼 심황
1 큰술 카레 가루
1 티스푼 지상 고수풀","지침
중간 열에 큰 냄비에 올리브 오일을 가열하십시오.
양파, 두부 및 당근을 3-4 분 동안 마늘과 생강으로 볶습니다.
다진 브로콜리, 녹두, 통조림 코코넛 밀크, 물, 심황, 카레 가루 및 말린 실란트로를 넣으십시오.15 분 동안 또는 야채가 부드러워 질 때까지 계속 요리하십시오.
카레를 두 개의 서빙으로 나눕니다.
그릇에 1 인분을 요리하고 내일 두 번째 서빙을 냉장 보관하십시오.","서빙 크기 804g
칼로리 447 Cal
단백질 32.1g
지방, 총 22.8g
- 포화 된 11.2g
탄수화물 15..1g
- 설탕 11.9g
나트륨 166mg",https://cdn.f45training.com/strapi/uploads/2019/05/08122317/yellow-tofu-and-vegetable-curry.jpg
"크림 메밀, 시금치 및 버섯","0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp.)
1.5 온스 갈색 양파 (미세한 깍둑 썰기)
마늘 정향 1 개 (으깬)
5.3 온스 버섯 (다진)
0.4 온스 파슬리 (미세한 다진)
1.8 온스 메밀 (요리되지 않은 헹굼)
4.1 fl.oz 감소 된 소금 야채 스톡
13 fl.oz 물 (메밀 용)
1.7 fl.oz 통조림 라이트 코코넛 크림
0.8 온스 영양 효모 플레이크
2.2 온스 베이비 시금치 잎
1 히말라야 소금과 후추를 꼬집어","지침
중간 열에서 중간 프라이팬 팬에 올리브 오일을 가열합니다.양파, 마늘, 버섯 및 소테를 2-3 분 동안 첨가하십시오.
파슬리, 브로콜리, 메밀, 야채 스톡 및 물에 추가하십시오.끓여서 8-10 분 동안 낮은 끓인 후 때때로 저어주십시오.
코코넛 크림과 영양 효모 조각을 넣으십시오.요리, 3-4 분 동안 또는 혼합물이 두껍게 될 때까지 저어줍니다.
시금치 잎을 저어줍니다.
히말라야 소금과 후추로 계절.그릇으로 옮기고 서빙하십시오.","서빙 크기 891g
칼로리 453 Cal
단백질 24.8g
지방, 총 18.8g
- 포화 된 11.1g
탄수화물 39.9g
- 설탕 4.5g
식이 섬유 12.85g
나트륨 563mg",https://cdn.f45training.com/strapi/uploads/2019/05/08115603/creamy-buckwheat-spinach-and-mushroomns.jpg
지중해 메밀 wheat nourish bowl,"2.9 온스 메밀 그라우트 (요리되지 않은)
17 fl.oz 물
1.1 온스 블랙 올리브 (피트)
11 온스 호박 (라운드)
7.1 온스 아스파라거스 (줄기)
7.1 온스 레드 피망 (슬라이스)
0.7 fl.oz 엑스트라 버진 올리브 오일
5.3 온스 무가당 코코넛 요구르트
3.6 온스 오이 (깍둑 썰기)
1 큰술 말린 민트
마늘 정향 1 개 (으깬)
1 히말라야 소금을 꼬집어","지침
중간 온도에서 냄비에 물을 끓여서 메밀을 히말라야 소금으로 20 분 동안 또는 메밀이 팽창하고 부드러워 질 때까지 요리합니다.일단 요리 한 후에
메밀이 요리하는 동안 오븐을 350˚F로 예열하고 베이킹 트레이에 베이킹 페이퍼로 정렬하십시오.호박, 아스파라거스 및 피망을 트레이에 넣습니다.상단 위에 올리브 오일을 뿌립니다.오븐에서 야채를 15-20 분 동안 또는 황금빛 갈색까지 굽습니다.일단 요리 한 후에
야채와 메밀을 두 그릇 사이에 나눕니다
검은 올리브를 그릇에 넣습니다
별도의 그릇에 코코넛 요구르트, 오이, 민트 및 마늘을 결합하십시오.각 그릇 사이에 코코넛 Tzatziki를 나누고 접시 위에 딥을 추가하십시오.
지중해 메밀 부처 그릇을 서빙하고 내일의 남은 음식을 위해 두 번째 서브를 냉장 보관하십시오.","서빙 크기 540g
칼로리 454 Cal
단백질 16.1g
지방, 총 19.8g
- 포화 6.0g
탄수화물 46.5g
- 설탕 18.6g
나트륨 280mg",https://cdn.f45training.com/strapi/uploads/2019/05/08105810/mediterranean-buckwheat-bowl.jpg
Tamari Tempeh 상추가 랩,"300g의 요리되지 않은 템페 스트립
6 상추 잎
0.8 온스 파기 (다진)
100g 버섯, 다진
20ml 타마리 소스
10ml 참깨 오일
1 tsp.강판 생강
마늘 정향 1 개, 분쇄
7.1 온스 당근 (grated)
200g 자주색 양배추, 파쇄
10g 참깨 씨앗
0.4 온스 실란트로 (다진)
0.2 온스 붉은 고추 (미세하게 다진)
2 라임 웨지","지침
중간 온도에서 끈적 끈적한 튀김 팬에 참깨 기름을 가열하고 타마리 소스, 생강, 고추 및 마늘을 7-10 분 동안 또는 양쪽의 황금빛 갈색까지 템페, 봄 양파 및 버섯을 요리하십시오.참깨 씨앗을 상단 위에 뿌립니다
6 상추를 놓고 그들 사이에 템페와 버섯 혼합물, 양배추, 당근 및 고수풀을 겹칩니다.
3 타마리 템페 (Tamari Tempeh)를 라임 웨지로 랩하고 내일 점심을 위해 남은 랩과 라임을 냉장 보관하십시오.","서빙 크기 482g
칼로리 450 cal
단백질 34.8g
지방, 총 24.4g
- 포화 4.5g
탄수화물 23.8g
- 설탕 9.4g
나트륨 92mg",https://cdn.f45training.com/strapi/uploads/2019/05/07163925/tamari-tempeh-strips.jpg
